"","students","week","commitment_level","Task done on time 1","Task done on time 2","Work accepted by others 1","Work accepted by others 2","Positive tone 1","Positive tone 2","Initiate conversations 1","Initiate conversations 2","Help others 1","Help others 2","Completes more tasks 1","Completes more tasks 2","Assigns tasks 1","Assigns tasks 2","Review work from others 1","Review work from others 2","Initiate meeting 1","Initiate meeting 2"
"5780",444,"7","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"5781",444,"8","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
"5782",444,"9","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5783",444,"10","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"5784",444,"11","low",1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"5785",444,"12","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5786",445,"0","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5787",445,"1","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5788",445,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"5789",445,"3","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5790",445,"4","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5791",445,"5","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5792",445,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5793",445,"7","low",1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"5794",445,"8","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5795",445,"9","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"5796",445,"10","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"5797",445,"11","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"5798",445,"12","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"5799",446,"0","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"5800",446,"1","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5801",446,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5802",446,"3","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5803",446,"4","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5804",446,"5","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5805",446,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5806",446,"7","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5807",446,"8","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5808",446,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5809",446,"10","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"5810",446,"11","low",0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5811",446,"12","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5812",447,"0","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5813",447,"1","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5814",447,"2","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5815",447,"3","low",0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5816",447,"4","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5817",447,"5","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5818",447,"6","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5819",447,"7","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
"5820",447,"8","low",1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
"5821",447,"9","low",1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
"5822",447,"10","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
"5823",447,"11","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5824",447,"12","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"5825",448,"0","low",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
"5826",448,"1","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"5827",448,"2","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5828",448,"3","low",1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"5829",448,"4","low",0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
"5830",448,"5","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5831",448,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5832",448,"7","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5833",448,"8","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"5834",448,"9","low",1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
"5835",448,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5836",448,"11","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5837",448,"12","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5838",449,"0","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"5839",449,"1","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"5840",449,"2","low",0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
"5841",449,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5842",449,"4","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"5843",449,"5","low",1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
"5844",449,"6","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5845",449,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5846",449,"8","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5847",449,"9","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"5848",449,"10","low",0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"5849",449,"11","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"5850",449,"12","low",0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"5851",450,"0","low",0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5852",450,"1","low",1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"5853",450,"2","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5854",450,"3","low",0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5855",450,"4","low",1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"5856",450,"5","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"5857",450,"6","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5858",450,"7","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5859",450,"8","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5860",450,"9","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"5861",450,"10","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5862",450,"11","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5863",450,"12","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"5864",451,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5865",451,"1","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5866",451,"2","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"5867",451,"3","low",1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
"5868",451,"4","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5869",451,"5","low",0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"5870",451,"6","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5871",451,"7","low",0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"5872",451,"8","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"5873",451,"9","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"5874",451,"10","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5875",451,"11","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5876",451,"12","low",1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
"5877",452,"0","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5878",452,"1","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"5879",452,"2","low",0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"5880",452,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5881",452,"4","low",0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
"5882",452,"5","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5883",452,"6","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"5884",452,"7","low",0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"5885",452,"8","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5886",452,"9","low",0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5887",452,"10","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5888",452,"11","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5889",452,"12","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5890",453,"0","low",0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"5891",453,"1","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5892",453,"2","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5893",453,"3","low",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5894",453,"4","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5895",453,"5","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5896",453,"6","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5897",453,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5898",453,"8","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5899",453,"9","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5900",453,"10","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5901",453,"11","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5902",453,"12","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
"5903",454,"0","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5904",454,"1","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5905",454,"2","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"5906",454,"3","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5907",454,"4","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"5908",454,"5","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5909",454,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5910",454,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5911",454,"8","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5912",454,"9","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5913",454,"10","low",1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"5914",454,"11","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5915",454,"12","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"5916",455,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5917",455,"1","low",0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
"5918",455,"2","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"5919",455,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5920",455,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5921",455,"5","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5922",455,"6","low",1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"5923",455,"7","low",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
"5924",455,"8","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"5925",455,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5926",455,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"5927",455,"11","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5928",455,"12","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"5929",456,"0","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5930",456,"1","low",0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5931",456,"2","low",1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"5932",456,"3","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"5933",456,"4","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5934",456,"5","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5935",456,"6","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
"5936",456,"7","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5937",456,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5938",456,"9","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
"5939",456,"10","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5940",456,"11","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5941",456,"12","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5942",457,"0","low",1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"5943",457,"1","low",0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
"5944",457,"2","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"5945",457,"3","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5946",457,"4","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
"5947",457,"5","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5948",457,"6","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5949",457,"7","low",1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"5950",457,"8","low",0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"5951",457,"9","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
"5952",457,"10","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5953",457,"11","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5954",457,"12","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"5955",458,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5956",458,"1","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5957",458,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5958",458,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5959",458,"4","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"5960",458,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"5961",458,"6","low",1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
"5962",458,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"5963",458,"8","low",0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5964",458,"9","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5965",458,"10","low",0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"5966",458,"11","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
"5967",458,"12","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5968",459,"0","low",0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5969",459,"1","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"5970",459,"2","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"5971",459,"3","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5972",459,"4","low",0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"5973",459,"5","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5974",459,"6","low",0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
"5975",459,"7","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"5976",459,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"5977",459,"9","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5978",459,"10","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"5979",459,"11","low",1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"5980",459,"12","low",0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5981",460,"0","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"5982",460,"1","low",1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"5983",460,"2","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"5984",460,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5985",460,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5986",460,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"5987",460,"6","low",0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"5988",460,"7","low",0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"5989",460,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5990",460,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5991",460,"10","low",0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"5992",460,"11","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"5993",460,"12","low",1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"5994",461,"0","low",1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
"5995",461,"1","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"5996",461,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"5997",461,"3","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"5998",461,"4","low",1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"5999",461,"5","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"6000",461,"6","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"6001",461,"7","low",1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
"6002",461,"8","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"6003",461,"9","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"6004",461,"10","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"6005",461,"11","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"6006",461,"12","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6007",462,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6008",462,"1","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"6009",462,"2","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
"6010",462,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"6011",462,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6012",462,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"6013",462,"6","low",1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"6014",462,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"6015",462,"8","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6016",462,"9","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"6017",462,"10","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"6018",462,"11","low",1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"6019",462,"12","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"6020",463,"0","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6021",463,"1","low",1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"6022",463,"2","low",0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
"6023",463,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"6024",463,"4","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"6025",463,"5","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"6026",463,"6","low",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"6027",463,"7","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"6028",463,"8","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"6029",463,"9","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6030",463,"10","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
"6031",463,"11","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6032",463,"12","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"6033",464,"0","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6034",464,"1","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
"6035",464,"2","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"6036",464,"3","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"6037",464,"4","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"6038",464,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6039",464,"6","low",1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
"6040",464,"7","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"6041",464,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"6042",464,"9","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"6043",464,"10","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"6044",464,"11","low",1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
"6045",464,"12","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
"6046",465,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6047",465,"1","low",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"6048",465,"2","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"6049",465,"3","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6050",465,"4","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"6051",465,"5","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
"6052",465,"6","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"6053",465,"7","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"6054",465,"8","low",1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
"6055",465,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"6056",465,"10","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6057",465,"11","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"6058",465,"12","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"6059",466,"0","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"6060",466,"1","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"6061",466,"2","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"6062",466,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6063",466,"4","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"6064",466,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6065",466,"6","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"6066",466,"7","low",1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"6067",466,"8","low",1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
"6068",466,"9","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"6069",466,"10","low",0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"6070",466,"11","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"6071",466,"12","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"6072",467,"0","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"6073",467,"1","low",1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
