,0,1,2,3,4,5,6,7,8,9,10,11,12
181,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']"
182,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']"
183,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_0']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_0', 'Work accepted by others_0', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_0', 'Assigns tasks_0', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']"
184,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_0', 'Work accepted by others_0', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']"
185,"['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']"
186,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_0', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']"
187,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_0', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_0', 'Initiate meeting_0']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_0', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_0']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']"
188,"['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_0']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_0', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_0', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_0', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']"
189,"['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_0']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_0', 'Work accepted by others_0', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_0', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_1', 'Initiate conversations_0', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']"
190,"['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_0', 'Initiate conversations_0', 'Help others_1', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_0', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_1', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_1']","['Task done on time_1', 'Work accepted by others_1', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_1', 'Initiate meeting_1']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_2', 'Initiate conversations_1', 'Help others_2', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_0']","['Task done on time_2', 'Work accepted by others_2', 'Positive tone_0', 'Initiate conversations_1', 'Help others_0', 'Completes more tasks_1', 'Assigns tasks_1', 'Review work from others_2', 'Initiate meeting_0']"
